member_id,organization_id,branch_id,member_number,first_name,last_name,email,membership_status,segment,employment_status,city,state,postal_code,credit_score,risk_score,total_deposits,total_loans,total_relationship_value,annual_income,membership_date,created_at
31b6540b-da64-4a2e-8558-78f8575a9bd3,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010015,George,Davis,member10015@example.com,active,gold,employed,Austin,TX,78701,776,17.4,41651.83,76253.38,117905.21,141137.54,1518284985000,1518287693000
137e9f89-10f8-4e15-8582-92e0818ab6fa,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010016,Samantha,Carter,member10016@example.com,pending,bronze,retired,Killeen,TX,76541,659,25.16,19677.98,4921.15,24599.13,39185.3,1637038738000,1637040587000
b1e0c3c2-1dba-414e-9e05-8f87d7bd0189,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010017,Andrew,Thomas,member10017@example.com,active,bronze,employed,Copperas Cove,TX,76522,651,72.19,20529.27,30177.44,50706.71,47691.33,1724029991000,1724031638000
562f209b-cd1a-4e19-b9d0-db5b68fcd84f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010018,Sandra,Walker,member10018@example.com,inactive,silver,employed,Temple,TX,76501,644,35.3,37666.22,16673.93,54340.15,72231.42,1685238666000,1685239415000
1742927f-adb4-42dd-a8b1-ddf5cae1766c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010019,Jonathan,Davis,member10019@example.com,active,new,employed,Harker Heights,TX,76548,652,45.2,40499.24,28192.95,68692.19,76391.89,1436977787000,1436978467000
1d5f1259-5309-4a46-add2-865378a503e1,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010020,Dorothy,Lopez,member10020@example.com,pending,silver,employed,Austin,TX,78701,697,54.57,9375.96,17648.99,27024.95,62404.96,1615586259000,1615588857000
154067ac-1ba4-4ae3-bea5-2c916e17897c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010021,Deborah,Gonzalez,member10021@example.com,active,silver,employed,Harker Heights,TX,76548,642,17.1,48230.07,45669.2,93899.27,64126.09,1440682089000,1440683017000
a64cfaba-fc47-43a3-a6fe-ebfac130093d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010022,Rebecca,Martin,member10022@example.com,active,bronze,employed,Belton,TX,76513,590,59.04,42685.91,38059.1,80745.01,30031.72,1411147700000,1411150184000
dadb6710-9e29-46be-9501-7854fa57deb1,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010023,Justin,Allen,member10023@example.com,active,bronze,employed,Georgetown,TX,78626,610,26.14,10264.66,4217.66,14482.32,48793.98,1440750621000,1440751704000
c24f1244-4878-4246-8209-0ab1bfedca8f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010024,Kimberly,Hall,member10024@example.com,active,bronze,self_employed,Round Rock,TX,78664,625,21.32,11352.37,22104.4,33456.77,41575.9,1666035767000,1666037935000
0f366170-dcab-4898-a0cb-c1c97f3547b6,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010025,Nicholas,Johnson,member10025@example.com,active,silver,employed,Copperas Cove,TX,76522,712,51.81,19614.63,19657.25,39271.88,46540.57,1512969546000,1512972233000
1fcb0016-63f7-4c4f-b737-25aaf61da220,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010026,Robert,Rodriguez,member10026@example.com,active,new,student,Austin,TX,78701,649,43.64,18247.15,39412.44,57659.59,37245.79,1540659786000,1540661582000
abf2c1bb-943d-4be6-89dc-aff39a2bde2b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010027,Eric,Thomas,member10027@example.com,active,gold,student,Belton,TX,76513,775,28.3,43980.52,90995.86,134976.38,95758.86,1747020703000,1747022522000
40c2fa10-34f6-4815-a656-8963f0b99b52,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010028,James,Harris,member10028@example.com,active,bronze,employed,Waco,TX,76701,601,69.56,41253.91,18547.61,59801.52,53905.32,1491110097000,1491113362000
9333505f-d3d9-4545-b6d4-5f379b918cdc,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010029,Kevin,Wright,member10029@example.com,active,silver,student,Harker Heights,TX,76548,683,30.92,33913.22,14378.53,48291.75,54924.53,1428785665000,1428785753000
0b88be06-675d-4797-b1be-82c8ff18def8,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010030,Amy,Sanchez,member10030@example.com,active,bronze,employed,Copperas Cove,TX,76522,651,48.46,33739.67,16689.65,50429.32,39362.93,1663067756000,1663070067000
cf483c4b-8703-4afe-8ba9-0a947f4b1060,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010031,Nancy,Young,member10031@example.com,inactive,silver,retired,Round Rock,TX,78664,687,77.24,42173.32,616.32,42789.64,87971.6,1460244900000,1460247211000
1ec91192-ad81-40c3-98b9-056fb117231d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010032,Jason,Adams,member10032@example.com,active,gold,retired,Salado,TX,76571,754,11.85,30369.31,347359.24,377728.55,103009.53,1410178171000,1410178523000
ebc9defd-2308-458f-a4d3-5b285739d3cf,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010033,Joseph,Wright,member10033@example.com,inactive,silver,employed,Killeen,TX,76541,640,17.22,49374.13,17080.68,66454.81,56823.52,1757617687000,1757618255000
9c523d5a-5750-4b63-8cf4-be4bf4742dcb,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010034,Melissa,Phillips,member10034@example.com,active,bronze,employed,Belton,TX,76513,642,76.33,15691.78,44558.12,60249.9,49441.48,1760661329000,1760663474000
7197777c-b769-4dc3-9db1-250a98115da3,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010035,Debra,Martinez,member10035@example.com,active,silver,self_employed,Temple,TX,76501,697,29.58,19110.4,40567.31,59677.71,67264.87,1703270160000,1703273371000
1a9e2d68-53c4-49ad-8d9c-9af4d995ea4a,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010036,Sarah,Mitchell,member10036@example.com,active,gold,employed,Round Rock,TX,78664,721,36.27,12745.45,106707.8,119453.25,84435.23,1423464085000,1423465890000
42fe2d6e-0d44-4a9e-8b1d-2c176e52be66,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010037,Jessica,Clark,member10037@example.com,active,gold,employed,Belton,TX,76513,759,16.13,4116.22,24527.39,28643.61,129116.16,1700674621000,1700677199000
bf07c800-943a-42d6-89e9-88bb75f98bef,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010038,Andrew,Scott,member10038@example.com,active,platinum,employed,Temple,TX,76501,809,39.45,225802.85,20690.96,246493.81,187597.31,1526689889000,1526690158000
a7a7d2a6-5094-413f-9654-8040e4de72c2,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010039,Margaret,Smith,member10039@example.com,active,gold,employed,Copperas Cove,TX,76522,766,41.6,2879.89,196609.66,199489.55,150382.19,1748547282000,1748550552000
a5f44de3-0922-4f82-8ca3-06ebdec177cb,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010040,Mark,Ramirez,member10040@example.com,active,silver,retired,Austin,TX,78701,699,75.03,27282.89,31764.61,59047.5,67068.93,1492229036000,1492229380000
9a2b0723-29c1-475e-b544-99ec6f95c75c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010041,Edward,Clark,member10041@example.com,pending,new,retired,Waco,TX,76701,672,43.28,8356.15,5614.89,13971.04,41976.53,1590570139000,1590572420000
c27ebb78-45a4-4be6-9961-2a3e7d97a24d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010042,Robert,Wright,member10042@example.com,active,gold,student,Waco,TX,76701,764,41.89,45816.94,108864.1,154681.04,117963.78,1685276815000,1685279019000
8455f94c-f26f-4c99-84e1-9083211bf1a3,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010043,Thomas,Anderson,member10043@example.com,active,new,employed,Temple,TX,76501,702,40.28,44088.66,29507.83,73596.49,39044.96,1743213212000,1743215757000
86608246-ae32-4648-b509-b4eec4a3601a,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010044,Stephanie,Davis,member10044@example.com,active,silver,employed,Waco,TX,76701,646,41.23,46416.05,45103.97,91520.02,96343.52,1539092427000,1539094536000
d708febe-d733-4e2f-a7f3-0d5ba56beaf7,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010045,Justin,Hall,member10045@example.com,active,silver,employed,Harker Heights,TX,76548,688,47.95,18564.79,36476.98,55041.77,81492.17,1599517537000,1599519129000
4cd88987-19fd-4a8d-8809-ff5efabb4af8,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010046,Benjamin,Gonzalez,member10046@example.com,active,new,employed,Copperas Cove,TX,76522,659,5.8,46834.07,4699.9,51533.97,34324.17,1667804527000,1667805460000
e6696bdc-34a1-4728-9fb2-a3f40ba6f700,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010047,Thomas,Walker,member10047@example.com,active,silver,retired,Waco,TX,76701,693,68.26,10708.07,31766.57,42474.64,66376.81,1508405903000,1508406175000
f578525b-1299-43bf-802e-04d5254b157b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010048,Nicole,Martin,member10048@example.com,active,silver,student,Copperas Cove,TX,76522,665,10.96,45719.21,33227.48,78946.69,80334.2,1465115004000,1465115540000
d9223e5b-3b96-4145-ba6f-237056ca8db5,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010049,Donald,Adams,member10049@example.com,active,bronze,employed,Copperas Cove,TX,76522,619,37.09,47363.87,29610.84,76974.71,45940.37,1500227167000,1500227312000
919f132b-ea08-4c86-824e-ef808eeee763,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010050,Sarah,Phillips,member10050@example.com,active,silver,employed,Austin,TX,78701,720,4.78,1094.63,5114.5,6209.13,48193.84,1748498278000,1748499379000
4991b97b-2c50-414d-af9c-c24187696244,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010051,James,Phillips,member10051@example.com,active,bronze,employed,Killeen,TX,76541,648,10.3,34342.13,33640.13,67982.26,51308.6,1675170360000,1675170780000
399e8076-d41f-44d4-b46a-9ff9020d52ee,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010052,Amy,Wright,member10052@example.com,active,new,student,Waco,TX,76701,691,32.92,10849.37,29402.21,40251.58,58878.39,1422643210000,1422645755000
c0e3d6b6-df58-49aa-a835-42deafeaa335,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010053,Brandon,Carter,member10053@example.com,inactive,bronze,employed,Belton,TX,76513,644,38.99,44915.05,41365.93,86280.98,50432.0,1679526103000,1679529332000
be02d0d3-0e5c-4cec-ac38-07257cd2eaf3,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010054,Kevin,Davis,member10054@example.com,active,bronze,employed,Temple,TX,76501,621,31.21,30463.76,15385.1,45848.86,39043.97,1443472431000,1443472512000
82f3d833-e3b4-4692-b94b-214f8d906f9d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010055,Brandon,Hernandez,member10055@example.com,active,silver,employed,Temple,TX,76501,689,43.05,45333.83,48035.91,93369.74,92603.79,1687872231000,1687873724000
162ae231-8403-42e6-8dfd-fc3c59a42d34,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010056,Thomas,Moore,member10056@example.com,active,gold,self_employed,Killeen,TX,76541,717,18.02,6277.63,235603.28,241880.91,154436.79,1760140741000,1760142850000
cf173c99-3077-49bb-ae8e-f6f6cff7bf20,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010057,Betty,Jackson,member10057@example.com,active,bronze,employed,Copperas Cove,TX,76522,637,57.9,44188.58,30439.99,74628.57,54421.51,1597317835000,1597319295000
09604d32-07c4-4a85-b7b1-841b9e63176e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010058,Donald,Brown,member10058@example.com,inactive,silver,self_employed,Round Rock,TX,78664,679,76.31,23203.94,32361.19,55565.13,93143.5,1507206696000,1507209986000
fe7caae6-58e1-4639-9769-830f6a8d8e25,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010059,Christopher,Clark,member10059@example.com,active,new,employed,Belton,TX,76513,714,22.57,40437.49,640.45,41077.94,33580.78,1744777894000,1744780267000
e9052d80-fc55-4af4-9118-d80c66d30f44,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010060,Shirley,Clark,member10060@example.com,active,new,student,Georgetown,TX,78626,738,24.98,37701.85,19758.54,57460.39,74196.11,1603026626000,1603029485000
63fde1b2-f667-4e24-88dc-d685eb63c6b6,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010061,Lisa,Hall,member10061@example.com,active,silver,employed,Harker Heights,TX,76548,666,54.32,30808.2,39516.68,70324.88,83320.27,1596793151000,1596795225000
49a1084f-6a0f-4a10-9c13-67252446c504,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010062,Rebecca,Ramirez,member10062@example.com,active,new,student,Waco,TX,76701,643,14.66,9631.69,13797.81,23429.5,60665.82,1439152333000,1439153283000
8ce2dce3-7ca8-4da0-b828-6ab7ee55520c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010063,Paul,Evans,member10063@example.com,active,bronze,self_employed,Temple,TX,76501,660,47.97,1620.02,28488.63,30108.65,39388.9,1712976306000,1712978476000
96fcdc97-df58-45f8-84de-9be2171014d9,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010064,Kevin,Smith,member10064@example.com,active,bronze,self_employed,Copperas Cove,TX,76522,601,76.65,24704.93,38405.04,63109.97,42993.64,1432530325000,1432532636000
21736511-3e35-46e8-9ddf-98f564a72acb,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010065,Emily,Lee,member10065@example.com,inactive,new,employed,Belton,TX,76513,640,29.4,18558.14,17013.15,35571.29,46320.71,1454075202000,1454077929000
2a9d5714-acbf-4c56-aa7b-e0fd0e2a2d1e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010066,Betty,Anderson,member10066@example.com,active,bronze,self_employed,Killeen,TX,76541,648,53.71,47483.43,11230.26,58713.69,52406.45,1431339786000,1431339996000
e7a902ec-0402-4b42-9fc9-cfdadd2777f4,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010067,Linda,Wilson,member10067@example.com,active,bronze,employed,Austin,TX,78701,637,4.14,48264.2,34066.91,82331.11,54620.66,1458426702000,1458427405000
b11207cb-8cd8-4fe6-a8ec-ad96191f8eb2,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010068,Nancy,Rivera,member10068@example.com,pending,silver,employed,Austin,TX,78701,714,26.53,29318.33,7986.82,37305.15,55171.09,1737970112000,1737970666000
6863e960-407d-4313-9e7b-ffbd8b8b9f8f,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010069,Sandra,Turner,member10069@example.com,active,new,employed,Killeen,TX,76541,662,43.38,48553.04,16848.05,65401.09,42070.77,1623726707000,1623730146000
cbe19be8-1eb1-428f-8f2b-17351c4c48d1,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010070,Margaret,Thompson,member10070@example.com,active,bronze,employed,Killeen,TX,76541,604,78.76,49549.1,43200.4,92749.5,38662.91,1717680841000,1717684015000
d58747c3-0cb7-4d9b-b55b-68cf08a584ec,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010071,Angela,Thompson,member10071@example.com,pending,silver,self_employed,Killeen,TX,76541,701,33.11,22332.66,34589.0,56921.66,96110.16,1693112872000,1693113135000
509f69a7-973a-4627-89b1-fae5fee9da76,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010072,Barbara,Perez,member10072@example.com,active,bronze,employed,Killeen,TX,76541,617,10.02,31915.82,33045.99,64961.81,53119.66,1648044106000,1648044156000
2dd42576-155e-4d81-8388-90185d2961ff,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010073,Joseph,Moore,member10073@example.com,active,bronze,employed,Waco,TX,76701,616,29.17,49741.21,20783.94,70525.15,41850.95,1635358726000,1635359422000
18ae3d44-da47-4725-924b-808bea44499a,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010074,Sandra,Turner,member10074@example.com,pending,bronze,employed,Copperas Cove,TX,76522,648,13.27,19819.12,40635.07,60454.19,39083.95,1569289935000,1569290449000
01dd3977-b6d6-4a36-adf1-a5f36092a005,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010075,Christopher,Hill,member10075@example.com,active,new,retired,Copperas Cove,TX,76522,700,34.28,15637.66,41148.15,56785.81,67676.88,1611817990000,1611820944000
528af893-10b7-46a9-a1c6-bc86c0eaf55b,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010076,Jeffrey,Mitchell,member10076@example.com,active,bronze,employed,Killeen,TX,76541,612,9.07,43343.56,26244.2,69587.76,31313.44,1732265192000,1732268663000
0de22e3b-5559-4b33-aaf5-4269aababcce,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010077,Jeffrey,Smith,member10077@example.com,inactive,silver,employed,Belton,TX,76513,654,78.46,48402.08,7040.51,55442.59,79445.47,1624329690000,1624330441000
84d0d879-2c1f-4cf5-b37e-11856e92fe5d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010078,Nicholas,Rodriguez,member10078@example.com,active,silver,student,Harker Heights,TX,76548,689,45.86,34869.06,10422.09,45291.15,78836.83,1602873003000,1602873137000
bc1e7b3b-c929-4caa-8801-f1fbfd76968e,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010079,Cynthia,Young,member10079@example.com,active,bronze,self_employed,Copperas Cove,TX,76522,607,31.33,19214.72,6083.92,25298.64,47148.21,1716491453000,1716492211000
fe2e059b-8a38-4444-aafe-d9adecb8b87d,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010080,Scott,Anderson,member10080@example.com,active,silver,student,Waco,TX,76701,656,8.1,19741.16,28256.65,47997.81,59982.28,1660183796000,1660183976000
78e94eb3-1c86-4611-9b96-4acd25e758c9,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010081,Joshua,Thomas,member10081@example.com,pending,gold,employed,Belton,TX,76513,745,31.91,35263.47,321701.48,356964.95,155622.08,1710022028000,1710025447000
a7fc1df9-fa0d-4882-8a7e-7ced0043c541,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010082,Jeffrey,Gomez,member10082@example.com,active,new,employed,Georgetown,TX,78626,736,48.82,4744.12,39529.68,44273.8,77196.27,1407287353000,1407289489000
3871bd49-5e29-41db-bd11-f16949fcdbe3,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010083,Jason,Smith,member10083@example.com,active,silver,student,Temple,TX,76501,699,63.76,27476.4,32265.16,59741.56,98807.15,1574365375000,1574368502000
1344bc42-e1de-4888-b7e6-cffe8940bfab,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010084,Charles,Garcia,member10084@example.com,active,new,employed,Temple,TX,76501,633,34.04,22155.48,11508.53,33664.01,49780.95,1725496116000,1725499559000
b103b54e-cef2-49c1-b095-f226824d3b54,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010085,Laura,Williams,member10085@example.com,active,bronze,retired,Killeen,TX,76541,583,14.07,3199.7,43853.27,47052.97,43675.32,1632340860000,1632343915000
08166866-fb60-43bd-b450-081273d55596,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000003,M010086,Brenda,Martinez,member10086@example.com,active,silver,employed,Belton,TX,76513,684,14.41,24613.24,34933.87,59547.11,82426.75,1497841891000,1497844975000
aaf7e137-6dde-485a-8742-9ffa067e40f7,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010087,Thomas,Clark,member10087@example.com,active,gold,employed,Belton,TX,76513,728,8.64,8450.44,67616.55,76066.99,106107.97,1754155570000,1754158900000
c95e8bda-28f6-4e5a-abca-eec693e3b193,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000001,M010088,Justin,Diaz,member10088@example.com,inactive,bronze,employed,Georgetown,TX,78626,586,62.81,42981.33,18331.68,61313.01,43913.6,1621139332000,1621142878000
63c0b8a2-a4ca-4d27-92c2-b3424b40800c,a1b2c3d4-e5f6-7890-abcd-ef1234567890,b0001000-0000-0000-0000-000000000002,M010089,Laura,Martinez,member10089@example.com,active,platinum,employed,Round Rock,TX,78664,820,21.17,315267.95,232226.6,547494.55,276515.73,1749216235000,1749216251000
